BenchMarkFunction, Test Number, Harmony Memory Size Test Number, Dimensions, Search Range, Adjustment Range, Harmony Memory Size, Acceptance Rate, Best Result, Current Result, Coordenadas ,,,,,,,,,,,,,,,,,,,
sphere,30,6,1,-20,0.7,20,0.95,7.71E-09,undefined,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,30,7,1,-20,0.7,20,0.95,7.71E-09,undefined,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,30,8,1,-20,0.7,20,0.95,7.71E-09,undefined,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,30,9,1,-20,0.7,20,0.95,7.71E-09,undefined,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,30,10,1,-20,0.7,20,0.95,7.71E-09,undefined,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,30,11,1,-20,0.7,20,0.95,7.71E-09,undefined,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,30,12,1,-20,0.7,20,0.95,7.71E-09,undefined,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,30,13,1,-20,0.7,20,0.95,7.71E-09,undefined,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,30,14,1,-20,0.7,20,0.95,7.71E-09,undefined,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,30,15,1,-20,0.7,20,0.95,7.71E-09,undefined,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,30,16,1,-20,0.7,20,0.95,7.71E-09,undefined,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,30,17,1,-20,0.7,20,0.95,7.71E-09,undefined,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,30,18,1,-20,0.7,20,0.95,7.71E-09,undefined,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,30,19,1,-20,0.7,20,0.95,7.71E-09,undefined,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
